id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,big_church_count_500,church_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,big_church_count_1000,church_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
17075,2014-04-07,57,33.0,8.0,22.0,1.0,2007.0,2.0,10.0,2.0,Investment,Severnoe,10416574.64,27992,0.146446907,0.197367951,2510,1135.0,2,2423,3298.0,2,0,0,0,1,4,no,0,1,1,no,no,no,no,no,no,no,no,122873,54937,67936,5238,2639,2599,19539,9481,10058,3215,841,2374,2510,1265,1245,2423,1225,1198,5799,2934,2865,24357,11160,13197,4648,2342,2306,479.0,9.0,97.0,2.0,317.0,6.0,42.0,0.0,6.0,0.0,479.0,4.0,55.0,196.0,11.0,213.0,8,7.129480337,6.590866368,71.4308013,5.952566775,0.797419667,0.674526861,1.9690931,0.054679343,0.606666623,19.71949,1.179406,5.840633,2.507992425,30.0959091,8.0,2.772755247,4.289709801,8,0.080971316,0.971655794,0.247169075,no,0.42217381,13.51789006,15.90583971,16.5020841,17.99049269,0.422173807,1,no,0.430203692,5,0.298165424,no,16.19120347,121,19.38291518,1,21.9959264,3.03773045,3.345823812,0.099350007,3.611516471,6.849088092,12.68532548,3.83018051,1.526893676,3.398510208,8.925981189,14.74926429,2.785515714,2.06951742,13.18500937,5.05751112,6.291326129,2.126958103,0.865777898,0.806783918,1.171452051,0.674526861,0.297521447,0.607814529,6.749758785,15.92420052,10.51915618,9.95500281,0.486088927,satisfactory,15.95,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.39,3.61,1,40000,1,220000,7,600.0,1000.0,800.0,1,2,2,2,0,0,1,1,0,0,0,15.88,8.11,1,40000,3,375000,10,600.0,1000.0,800.0,1,3,3,3,0,0,0,2,1,0,1,0,27.11,11.03,3,184000,4,515000,13,654.55,1090.91,872.73,2,4,3,3,1,0,0,3,2,0,0,4,1,27.24,11.41,5,214000,9,582971,26,641.67,1062.5,852.08,2,8,7,8,1,0,0,4,4,0,0,9,1,19.1,12.82,16,457011,29,1107294,84,745.57,1246.84,996.2,5,23,26,20,6,4,0,6,9,0,0,27,3,3000000
17076,2014-04-07,85,44.0,11.0,22.0,1.0,1989.0,3.0,10.0,2.0,Investment,Silino,9780189.547,37807,0.371990002,0.136244425,2427,1427.0,3,2370,2506.0,3,0,0,0,0,0,no,0,1,0,no,no,no,no,no,no,no,no,38075,17162,20913,5063,2491,2572,22548,11443,11105,10196,3090,7106,2427,1189,1238,2370,1187,1183,5561,2716,2845,7365,3630,3735,4510,2236,2274,61.0,30.0,7.0,0.0,6.0,1.0,17.0,0.0,0.0,0.0,61.0,0.0,2.0,9.0,46.0,4.0,29,29.49413111,23.71943804,282.993688,23.58280733,0.777684365,0.287870167,17.28871529,0.043524336,0.457353499,4.705211,3.113725,28.63047,3.962429426,47.54915312,28.0,4.306285134,6.021296415,28,0.215255491,2.58306589,0.481976999,no,19.95909657,33.40082617,36.1084557,36.85692233,38.14729574,2.048848953,14,no,6.010392808,49,0.989740579,no,38.70222419,83,33.50914694,1,45.01059657,23.33575808,22.43746636,18.88305206,23.27035768,20.3651802,40.87897229,4.202341277,2.134229053,4.006395075,3.948020114,31.45285494,16.94611675,1.591762104,30.3832309,4.214582912,4.030606788,1.221263227,1.097397826,0.73286605,3.903392565,0.287870167,3.457712655,0.994304487,29.82525258,3.254664198,1.785405341,22.49065799,0.556161302,no data,36.79,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.39,14.12,1,20038,0,0,1,1000.0,1500.0,1250.0,0,0,0,1,0,0,0,1,0,0,0,34.66,15.39,1,20038,1,2100,6,450.0,750.0,600.0,0,4,1,1,0,0,0,0,1,0,0,0,31.94,16.78,2,45038,3,34100,9,444.44,777.78,611.11,0,5,3,1,0,0,0,0,1,0,1,0,0,26.59,12.17,3,51038,4,35800,14,507.14,857.14,682.14,0,7,4,3,0,0,0,0,1,0,2,7,0,23.82,7.82,3,51038,7,49700,14,507.14,857.14,682.14,0,7,4,3,0,0,0,1,3,0,2,8,2,9400000
17077,2014-04-07,44,24.0,7.0,16.0,1.0,1997.0,2.0,8.0,2.0,Investment,Staroe Krjukovo,4389199.094,28537,0.033225884,0.13012277,1908,1860.0,2,1986,5038.0,3,0,0,0,1,0,no,0,0,0,no,no,no,no,no,no,no,no,32071,14906,17165,4203,2199,2004,16577,8662,7915,7757,2335,5422,1908,994,914,1986,1036,950,4735,2476,2259,7355,4086,3269,3645,1903,1742,96.0,22.0,27.0,7.0,4.0,3.0,33.0,0.0,0.0,0.0,96.0,0.0,5.0,30.0,39.0,22.0,29,25.8711208,21.0473699,252.9981761,21.08318134,1.22080175,0.681054984,16.47286118,0.694708142,0.43481329,4.630326,3.503542,28.07354,1.932792215,23.19350658,28.0,2.123884596,3.359412498,28,0.207837964,2.494055573,0.977052172,no,18.90132924,32.40075544,35.05696474,35.8279735,37.08416463,4.175101855,14,no,7.504717876,49,0.184905552,no,38.31213315,83,27.56837082,1,44.23073559,22.90024897,21.64586628,17.68234338,22.77909308,18.82946163,41.99734355,2.2808137,0.828810503,5.040461392,4.982086432,28.21927349,15.03376994,1.666344739,29.93921768,2.293055335,2.644521531,3.428661826,0.277704072,0.526448878,2.069031143,0.834328861,4.389447135,1.312289807,29.26763098,5.839426068,0.85262528,21.36804738,0.274984713,no data,0.0,0.44,0,0,1,1700,4,0,2,1,1,0,0,0,0,0,0,0,3.56,3.18,1,6000,1,1700,4,525.0,875.0,700.0,0,2,1,1,0,0,0,0,1,2,0,9.22,7.62,1,6000,2,3800,5,480.0,800.0,640.0,0,3,1,1,0,0,0,0,1,1,2,1,11.82,12.29,1,6000,5,17700,6,566.67,916.67,741.67,0,3,1,2,0,0,0,0,2,0,1,5,1,24.01,10.72,3,51038,7,49700,10,570.0,950.0,760.0,0,4,3,3,0,0,0,0,2,0,1,6,1,31.59,7.74,3,51038,7,49700,14,507.14,857.14,682.14,0,7,4,3,0,0,0,1,3,0,2,8,2,5680000
17078,2014-04-07,74,46.0,17.0,17.0,1.0,1992.0,3.0,10.0,3.0,Investment,Mitino,12583535.69,178473,0.194702869,0.069753361,13087,6839.0,9,13670,17063.0,10,0,1,0,17,6,no,0,11,4,no,no,no,no,no,no,no,no,21155,9828,11327,28563,14680,13883,120381,60040,60341,29529,9083,20446,13087,6645,6442,13670,7126,6544,32063,16513,15550,3292,1450,1842,24934,12782,12152,458.0,9.0,51.0,12.0,124.0,50.0,201.0,0.0,9.0,2.0,459.0,13.0,24.0,40.0,130.0,252.0,37,1.673992667,0.551060748,6.61272898,0.551060748,0.50767989,0.113293703,1.314985439,0.239802726,0.804453966,17.12046,2.104944,12.33236,1.727744465,20.73293357,4.0,1.487269686,2.666322992,4,0.165120034,1.981440402,0.650299183,no,0.769174053,12.50540629,15.29915097,16.14190997,17.32786282,0.708878086,37,no,0.711498216,17,0.402743391,no,14.8349932,83,4.091230863,1,25.44835849,7.423474752,4.123505976,0.19764386,9.731389247,0.803141166,25.72276912,2.868048427,0.266083916,2.265227413,7.513070019,4.742133536,2.700123835,2.023892053,6.462077722,3.631555381,8.259774143,1.511699267,0.265851081,0.770885639,0.56436135,0.113293703,1.265141677,0.674266111,13.27195552,14.34729021,14.15159663,3.109027737,0.270155061,good,18.68,0.0,0,0,3,18264,3,0,0,2,0,1,0,0,0,0,6,0,23.7,3.5,1,130000,4,48264,6,916.67,1583.33,1250.0,0,0,3,1,2,0,0,1,0,6,0,25.13,9.9,4,167000,6,82264,13,815.38,1423.08,1119.23,0,2,6,1,4,0,0,2,2,0,7,0,24.54,9.36,6,201490,11,159744,20,770.0,1325.0,1047.5,0,3,9,4,4,0,0,4,2,0,0,12,0,19.97,9.91,8,244166,21,874180,47,871.74,1456.52,1164.13,1,7,18,12,7,1,1,4,4,0,0,21,2,19.23,5.95,14,499392,34,1217838,102,872.34,1452.13,1162.23,8,15,34,27,13,4,1,5,7,0,1,46,6,11800000
17079,2014-04-07,64,30.0,4.0,17.0,1.0,1979.0,2.0,0.0,2.0,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,2395.0,5,1564,7377.0,5,0,0,0,0,4,no,0,0,0,no,yes,no,no,no,no,no,no,247469,112902,134567,3459,1782,1677,13331,6670,6661,3150,948,2202,1706,862,844,1564,821,743,3831,1973,1858,55710,27242,28468,3112,1600,1512,43.0,3.0,0.0,0.0,10.0,2.0,28.0,0.0,0.0,0.0,41.0,0.0,1.0,7.0,10.0,23.0,108,4.721044964,3.776835959,45.3220315,3.776835959,0.286711204,0.214196513,4.616176397,0.017572412,0.394107795,0.387777,5.6181,3.194229,1.923494882,23.08193859,75.0,1.923494882,3.050726605,75,0.035986494,0.431837931,1.110328656,no,5.94690829,14.29822506,18.41892854,19.27253651,20.54946417,1.905125046,11,no,2.6573363,55,1.214861324,no,24.06121446,5,7.253743448,14,8.483391369,16.37250999,4.317743898,6.380917966,9.04631931,5.013100324,10.26421846,5.43973407,2.493235501,8.10693648,8.623789488,13.59177412,5.211200806,1.451897754,12.23917176,5.422551348,8.837248169,5.599071264,2.215103803,4.778766451,0.203465689,0.214196513,3.468289388,0.912168384,11.89150635,9.836242109,7.288785259,7.402243589,1.83607316,good,42.63,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,28.43,0,0,0,0,0,660.0,1125.0,887.5,0,0,0,0,0,0,0,1,0,0,0,9.43,34.86,0,0,0,0,0,683.33,1147.06,913.64,0,0,0,0,0,0,0,0,2,0,0,0,5.3,26.61,0,0,0,0,2,650.0,1000.0,825.0,0,1,0,1,0,0,0,0,2,0,0,0,0,2.36,13.06,0,0,2,41100,5,760.0,1300.0,1030.0,0,1,2,1,1,0,0,0,2,0,0,1,0,4.46,6.54,1,26950,4,44437,16,662.5,1156.25,909.38,0,2,9,4,1,0,0,2,3,0,0,6,1,6272000
17080,2014-04-07,45,28.0,6.0,14.0,5.0,1974.0,2.0,6.0,2.0,Investment,Mozhajskoe,16861532.79,132349,0.069670879,0.130617806,9005,4182.0,6,10418,8658.0,6,0,1,0,12,2,no,0,9,9,no,no,no,yes,no,no,no,no,142462,64715,77747,20725,10613,10112,82808,44728,38080,28816,8173,20643,9005,4632,4373,10418,5300,5118,23155,11841,11314,27514,13369,14145,18047,9244,8803,454.0,64.0,15.0,1.0,225.0,8.0,135.0,0.0,6.0,0.0,456.0,0.0,37.0,263.0,105.0,51.0,13,5.106168729,3.729973997,44.75968797,3.729973997,0.506629716,0.586649405,1.790349523,0.743685413,0.387457462,17.91589,0.599661,18.77791,2.394830632,28.73796759,88.0,2.174546653,3.260074213,88,0.159541398,1.914496771,0.327742974,no,1.071317209,8.649855295,11.61086932,12.67674381,13.55345908,0.50974465,9,no,1.071317213,1,1.423711169,no,11.57176854,50,16.89953933,8,22.63522352,10.25873536,1.933107172,0.70968286,3.140961732,1.092351252,15.0789057,7.904672113,0.900108452,1.010072728,5.967619002,8.630927727,3.005587717,1.472460445,6.911211169,4.143444755,7.938115228,0.721139406,0.485100703,0.73313653,1.923165217,0.586649405,0.831994629,0.834272989,5.857771427,8.788443067,5.36021671,0.678949013,0.265348713,poor,0.0,1.53,0,0,1,3215,1,1,0,0,0,0,0,0,0,0,0,0,2.58,4.25,4,129278,4,129104,6,900.0,1400.0,1150.0,1,0,1,4,0,0,1,1,1,3,0,5.64,10.09,5,191278,7,164795,12,654.55,1045.45,850.0,1,4,2,5,0,0,0,2,2,1,7,0,5.02,16.88,8,304547,9,194260,15,642.86,1035.71,839.29,1,5,3,6,0,0,0,2,2,0,1,7,0,7.11,19.01,13,739112,12,901766,33,787.1,1306.45,1046.77,2,8,9,9,4,1,0,5,4,0,1,17,0,17.23,10.6,18,887063,25,1141392,62,918.97,1525.86,1222.41,4,11,18,15,9,5,0,7,11,0,2,36,1,6000000
17082,2014-04-07,74,46.0,3.0,16.0,1.0,1978.0,3.0,9.0,3.0,Investment,Troparevo-Nikulino,11275073.5,112804,0.331075802,0.000991363,6945,3587.0,8,6783,11286.0,9,2,1,1,14,2,no,0,9,3,no,no,no,yes,no,no,no,no,113897,52357,61540,14587,7484,7103,68234,34276,33958,29983,9871,20112,6945,3523,3422,6783,3509,3274,16521,8492,8029,25781,12410,13371,12892,6592,6300,179.0,13.0,0.0,0.0,1.0,18.0,147.0,0.0,0.0,0.0,178.0,0.0,0.0,28.0,90.0,60.0,66,1.547671091,1.105047466,13.2605696,1.105047466,0.526615011,0.137913189,0.402507128,0.164847008,2.41073959,12.25795,1.95411,11.12368,5.219179391,62.6301527,33.0,5.217485282,6.785791723,33,0.257916187,3.094994244,0.51348095,no,2.117727214,8.825342349,11.42268584,12.55578464,13.32893003,0.392229712,16,no,1.929451793,51,3.569467909,no,14.34431886,50,7.290489504,8,20.51011054,8.00910531,0.552391503,2.655774583,5.092759078,4.815745429,4.347787708,3.191114048,0.228354867,2.288401048,4.462502808,1.201464783,0.984133782,2.021451837,14.74980569,2.844162754,1.959373323,3.510826634,0.819972256,0.272942678,0.950444806,0.137913189,0.274421737,0.230011904,2.939686261,0.375797383,2.819601408,2.90837102,0.302004422,satisfactory,22.37,0.0,1,70000,0,0,8,0,4,2,0,2,0,1,3,1,2,0,16.56,0.0,1,70000,4,161200,22,704.76,1190.48,947.62,1,6,7,5,3,0,1,6,1,8,0,26.49,0.0,2,107800,6,196200,54,675.0,1144.23,909.62,2,17,17,11,7,0,0,1,7,1,15,0,35.77,0.0,4,118595,8,220700,61,708.62,1198.28,953.45,3,17,19,13,9,0,0,1,9,0,1,22,0,31.3,0.67,14,293633,17,442300,113,699.06,1174.53,936.79,7,32,33,27,14,0,0,1,14,1,3,33,3,23.69,11.63,42,1307121,43,1340221,222,703.81,1180.95,942.38,12,56,74,59,19,1,1,7,29,1,3,62,8,13150000
17083,2014-04-07,62,38.0,13.0,14.0,1.0,1985.0,3.0,8.0,3.0,Investment,Orehovo-Borisovo Severnoe,7462269.563,129207,0.387099854,0.007720282,4669,3648.0,6,4788,6587.0,6,0,0,0,4,2,no,0,4,2,no,no,no,no,no,no,no,no,77878,35155,42723,10079,5160,4919,83861,38868,44993,35267,11931,23336,4669,2398,2271,4788,2455,2333,11313,5780,5533,17033,8191,8842,8791,4491,4300,152.0,14.0,5.0,0.0,2.0,2.0,128.0,0.0,1.0,0.0,152.0,2.0,3.0,1.0,135.0,11.0,53,1.765055646,0.918171166,10.56722618,0.880602181,0.056894712,0.597077521,1.788521408,0.524828442,0.737002907,4.846665,0.684437,4.468719,4.272875347,51.27450417,29.0,4.272875347,5.95843587,29,0.187164254,2.245971049,0.999116502,no,2.577614421,10.73265385,14.06248534,15.76284874,16.31222952,2.261347795,23,no,2.261347795,52,2.334966157,no,17.00785259,32,2.060783823,11,7.756097986,4.259446482,2.444572751,0.697990222,5.926141312,3.805176341,1.575984139,1.270601629,0.400846141,1.79224474,2.274157192,5.24866713,2.71041418,2.219670458,4.940685933,2.50831083,3.965461525,0.660638794,0.793287859,1.057623817,1.580903138,0.597077521,1.681631804,1.111637051,6.961061871,12.13896123,1.788521408,3.241824816,0.372538549,poor,0.0,0.0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,11.07,1.74,0,0,5,200500,21,576.19,1000.0,788.1,0,7,9,4,1,0,0,0,0,2,1,21.11,0.82,2,54500,6,230254,29,703.57,1178.57,941.07,1,9,9,7,2,1,0,0,1,0,2,2,31.29,2.55,2,54500,9,358021,40,683.78,1162.16,922.97,3,11,14,8,3,1,0,2,4,0,1,9,4,26.69,3.26,2,54500,15,1198921,54,741.67,1260.42,1001.04,6,12,19,10,5,2,0,3,6,0,1,18,6,17.96,8.01,6,259542,31,1561188,96,667.44,1145.35,906.4,10,23,37,18,6,2,0,6,18,0,2,48,9,9300000
17084,2014-04-07,58,43.0,3.0,5.0,1.0,1961.0,3.0,5.0,2.0,Investment,Kuz'minki,7984443.568,142243,0.372734826,0.000995363,7753,4547.0,8,7651,10492.0,8,1,1,0,7,8,no,0,5,1,no,no,no,yes,no,no,no,no,31167,16000,15167,16405,7985,8420,93811,46746,47065,32027,8404,23623,7753,3809,3944,7651,3675,3976,18245,8914,9331,5829,2955,2874,14430,7004,7426,502.0,155.0,0.0,0.0,29.0,6.0,312.0,0.0,0.0,0.0,500.0,0.0,0.0,414.0,35.0,51.0,98,2.830914249,2.27812038,15.77660472,1.31471706,0.301208856,0.247290304,0.958341599,0.348527819,1.037052166,6.803124,0.751636,9.295364,3.769144397,45.22973277,3.0,3.19330933,4.693406038,46,0.163297262,1.95956714,0.719450026,no,2.873851465,5.146764925,9.328031705,10.29960593,11.45699397,0.105663898,3,no,2.82902914,50,1.892503441,no,12.54082089,5,3.683302497,3,5.949513803,9.209227405,0.576192614,1.86576337,6.083998454,4.451957835,7.511869497,2.209317999,0.399380025,5.045095609,1.825824254,4.631019513,0.550502601,1.953872196,9.565029428,2.948352847,1.211421169,0.582840919,1.085129748,0.718619855,0.254707913,0.247290304,1.304713623,0.888969403,10.4098459,2.751593251,0.920960768,2.286802053,0.221765016,poor,4.44,0.0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,0,19.4,0.0,1,1100,0,0,4,825.0,1375.0,1100.0,0,1,1,1,1,0,0,1,1,5,0,28.2,3.8,1,1100,5,48450,19,857.89,1421.05,1139.47,0,6,4,4,4,1,0,1,2,1,10,1,26.71,4.03,1,1100,7,59660,31,720.0,1200.0,960.0,1,12,7,6,4,1,0,1,6,0,2,12,2,24.14,6.73,1,1100,10,440980,51,734.69,1224.49,979.59,2,15,15,13,4,2,0,3,14,0,4,19,5,21.93,10.78,12,354652,26,861748,94,713.48,1202.25,957.87,5,20,35,26,6,2,0,8,27,0,6,59,11,7400000
17085,2014-04-07,30,15.0,1.0,9.0,1.0,1974.0,1.0,6.0,3.0,Investment,Bibirevo,6407578.1,155572,0.189727117,6.99893e-05,9576,5001.0,5,10309,11065.0,5,0,1,0,7,3,no,0,16,1,no,no,no,no,no,no,no,no,86206,40477,45729,21154,11007,10147,98207,52277,45930,36211,10580,25631,9576,4899,4677,10309,5463,4846,23603,12286,11317,17508,9425,8083,18654,9709,8945,211.0,25.0,0.0,0.0,0.0,2.0,184.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,206.0,5.0,8,3.261124391,1.611763144,10.23476783,0.852897319,0.203587258,0.51464637,1.532628704,0.154158685,1.130423638,23.05028,1.106729,4.033233,4.201823005,50.42187606,8.0,5.011482675,7.510773792,8,0.198212353,2.378548241,0.608770085,no,1.061813391,11.55119598,13.73083189,14.3028496,15.78774849,1.061813364,1,no,3.235866828,36,2.004318302,no,14.95301028,101,23.41022909,1,18.89537248,5.264602335,1.110439903,0.973176532,5.64690423,4.881509978,9.931994496,3.313695705,0.411580013,2.108796923,2.377945109,8.132575797,3.433056865,1.650223416,4.23202091,0.652134132,7.436075159,1.151957267,0.590442679,0.869464478,0.334582761,0.51464637,1.092343167,0.617165537,4.476375001,13.17086953,8.03919118,7.763396227,0.3959393,good,18.57,0.0,0,0,0,0,6,0,1,1,3,1,0,0,0,0,1,0,26.85,0.0,1,30500,4,18071,13,784.62,1269.23,1026.92,0,4,2,5,2,0,0,1,0,3,0,17.6,2.55,2,70500,11,207671,29,585.71,982.14,783.93,1,13,7,6,2,0,0,2,4,0,7,1,15.47,7.14,6,113554,12,226291,37,614.29,1042.86,828.57,2,15,11,6,2,1,0,2,4,0,0,10,1,11.49,13.61,11,213854,21,1377234,55,623.53,1049.02,836.27,4,21,15,11,3,1,0,3,4,0,0,18,2,15.99,11.52,24,711780,44,2191701,145,715.04,1199.25,957.14,12,37,46,36,10,4,0,11,18,1,0,47,4,5350000
17086,2014-04-07,80,46.0,14.0,22.0,1.0,2006.0,3.0,10.0,3.0,Investment,Sokolinaja Gora,7905261.321,85956,0.014925117,0.319809354,4257,643.0,4,4756,5180.0,4,0,5,1,14,4,no,0,8,16,no,no,no,yes,no,no,no,no,85083,37595,47488,9647,5248,4399,55337,28925,26412,20972,6551,14421,4257,2227,2030,4756,2651,2105,11088,6038,5050,16292,7683,8609,8464,4554,3910,348.0,94.0,0.0,0.0,217.0,7.0,30.0,0.0,0.0,0.0,347.0,2.0,18.0,264.0,50.0,13.0,85,1.931566187,0.972213414,11.66656097,0.972213414,0.240834994,1.163061717,3.24623721,0.812672448,0.398730239,11.22549,1.520234,13.44749,1.37285224,16.47422688,59.0,1.37285224,2.542207915,59,0.139475,1.673700002,0.955498303,no,6.742514533,2.666592683,4.91965217,5.574327532,7.291411509,1.228284323,10,no,2.66659271,4,0.680959295,no,6.675021671,97,4.736450129,10,2.136098574,12.24778507,2.156548367,1.742461413,1.635759442,3.649617866,11.94333652,0.974166118,0.973290957,3.363274592,1.826297074,1.829766176,0.178306763,0.5229836,5.086271692,0.85911975,2.839338903,1.163061717,1.204949318,0.999583732,1.426902914,1.163061717,1.627478303,0.601487232,6.940665947,3.449316376,1.557170334,2.646532561,1.218505429,excellent,0.0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.78,31.07,1,5000,0,0,0,660.0,1125.0,887.5,0,0,0,0,0,0,0,1,0,5,1,14.5,37.6,5,50909,2,143000,5,860.0,1400.0,1130.0,0,1,1,2,1,0,0,0,1,0,5,1,21.13,26.45,11,143309,3,158955,31,663.33,1133.33,898.33,1,8,12,7,3,0,0,2,3,0,1,12,2,22.89,22.55,49,895115,16,630086,117,665.49,1132.74,899.12,4,34,41,25,13,0,0,6,10,0,3,45,6,20.13,16.51,149,2536032,58,1959160,387,695.87,1172.18,934.02,24,102,126,95,36,4,0,37,57,0,15,126,13,3776000
